,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
10091,3.0,4.0,4.0,0.0,2.0,3.0,5.0,3.0,7.0,2.0,9.0,4.0,1.0,1.0,12.0,5.0,-11.495000000000001,1.0,4.0,4.0,0.0,3.0,1.0,1.0,4.0,8.0,3.0,10.0,5.0,2.0,2.0,0.0
10092,1.0,4.0,4.0,0.0,3.0,1.0,1.0,4.0,8.0,3.0,10.0,5.0,2.0,2.0,24.0,47.0,-12.580000000000002,1.0,2.0,2.0,0.0,4.0,2.0,2.0,5.0,1.0,4.0,11.0,6.0,3.0,1.0,0.0
10093,1.0,2.0,2.0,0.0,4.0,2.0,2.0,5.0,1.0,4.0,11.0,6.0,3.0,1.0,34.0,2.0,-15.334999999999999,1.0,0.0,0.0,0.0,1.0,3.0,3.0,6.0,2.0,5.0,1.0,7.0,4.0,2.0,0.0
10094,1.0,0.0,0.0,0.0,1.0,3.0,3.0,6.0,2.0,5.0,1.0,7.0,4.0,2.0,39.0,54.0,-7.884999999999999,1.0,0.0,0.0,0.0,2.0,4.0,4.0,7.0,3.0,6.0,2.0,1.0,5.0,3.0,0.0
10095,1.0,0.0,0.0,0.0,2.0,4.0,4.0,7.0,3.0,6.0,2.0,1.0,5.0,3.0,18.0,11.0,-16.465,1.0,2.0,2.0,0.0,3.0,5.0,1.0,1.0,4.0,7.0,3.0,2.0,6.0,4.0,0.0
10096,1.0,2.0,2.0,0.0,3.0,5.0,1.0,1.0,4.0,7.0,3.0,2.0,6.0,4.0,26.0,29.0,-18.935,3.0,2.0,2.0,0.0,4.0,6.0,2.0,2.0,5.0,1.0,4.0,3.0,7.0,5.0,0.0
10097,3.0,2.0,2.0,0.0,4.0,6.0,2.0,2.0,5.0,1.0,4.0,3.0,7.0,5.0,41.0,43.0,-13.034999999999997,5.0,2.0,2.0,2.0,5.0,7.0,3.0,3.0,6.0,2.0,5.0,4.0,1.0,6.0,0.0
10098,5.0,2.0,2.0,2.0,5.0,7.0,3.0,3.0,6.0,2.0,5.0,4.0,1.0,6.0,23.0,47.0,-5.859999999999999,5.0,4.0,0.0,2.0,6.0,8.0,4.0,4.0,1.0,3.0,6.0,5.0,2.0,1.0,0.0
10099,5.0,4.0,0.0,2.0,6.0,8.0,4.0,4.0,1.0,3.0,6.0,5.0,2.0,1.0,9.0,2.0,-6.08,5.0,2.0,0.0,2.0,1.0,1.0,5.0,5.0,2.0,4.0,7.0,6.0,3.0,2.0,1.0
10100,0.0,8.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,42.0,-10.945,0.0,6.0,0.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0
