episode,epsilon,steps,global_step,team_return,shaped_team_return,agent_returns,shaped_agent_returns,total_power,total_risk_events,total_movement_distance,total_wasted_move,total_goal_completions,final_mean_aoi
150,0.010000000000000009,100,15500,-5299.0,-5308.36376953125,"[-5449.0, -5149.0]","[-5456.994140625, -5159.7333984375]",0.0,1,224.990219861269,42.29053485551988,0,100.0
151,0.010000000000000009,100,15600,-5299.0,-5309.81689453125,"[-5149.0, -5449.0]","[-5158.19677734375, -5461.43701171875]",0.0,1,222.04857796430588,53.405692950603495,0,100.0
152,0.010000000000000009,100,15700,-5149.0,-5159.28076171875,"[-5149.0, -5149.0]","[-5156.25390625, -5162.3076171875]",0.0,0,206.96688184142113,50.88332690605203,0,100.0
153,0.010000000000000009,100,15800,-5299.0,-5317.15283203125,"[-5449.0, -5149.0]","[-5459.1513671875, -5175.154296875]",0.0,1,187.5795977115631,79.69831640746565,0,100.0
154,0.010000000000000009,100,15900,-5149.0,-5166.5634765625,"[-5149.0, -5149.0]","[-5160.77685546875, -5172.3505859375]",0.0,0,206.2434285879135,67.98260624193742,0,100.0
155,0.010000000000000009,100,16000,-5149.0,-5162.8564453125,"[-5149.0, -5149.0]","[-5156.63232421875, -5169.080078125]",0.0,0,193.1779899597168,65.75223624758931,0,100.0
156,0.010000000000000009,100,16100,-5299.0,-5312.7978515625,"[-5449.0, -5149.0]","[-5459.8916015625, -5165.70361328125]",0.0,1,215.95637929439545,49.03386472388026,0,100.0
157,0.010000000000000009,100,16200,-5149.0,-5166.349609375,"[-5149.0, -5149.0]","[-5151.4990234375, -5181.19970703125]",0.0,0,180.83893059194088,78.95436575050786,0,100.0
158,0.010000000000000009,100,16300,-5149.0,-5166.1083984375,"[-5149.0, -5149.0]","[-5166.20068359375, -5166.015625]",0.0,0,199.17475351691246,60.05662780787324,0,100.0
159,0.010000000000000009,100,16400,-5299.0,-5314.5712890625,"[-5449.0, -5149.0]","[-5456.31494140625, -5172.828125]",0.0,1,200.57296812534332,68.18376912283529,0,100.0
160,0.010000000000000009,100,16500,-5299.0,-5314.4189453125,"[-5149.0, -5449.0]","[-5160.359375, -5468.47900390625]",0.0,1,196.46448434889317,67.53230215560805,0,100.0
161,0.010000000000000009,100,16600,-5299.0,-5314.384765625,"[-5449.0, -5149.0]","[-5458.01806640625, -5170.75146484375]",0.0,1,187.96943339705467,70.81458384839993,0,100.0
162,0.010000000000000009,100,16700,-5081.515625,-5099.5361328125,"[-4651.89990234375, -5511.1318359375]","[-4668.00537109375, -5531.06640625]",0.2796160332218278,1,206.24101169407368,60.8884644439605,0,90.1
163,0.010000000000000009,100,16800,-5064.28515625,-5082.4833984375,"[-4644.10009765625, -5484.470703125]","[-4659.1103515625, -5505.85595703125]",0.4201857641164679,0,213.1963254213333,64.37244392450285,0,90.1
164,0.010000000000000009,100,16900,-5716.5751953125,-5730.8251953125,"[-5244.10009765625, -6189.05029296875]","[-5265.60986328125, -6196.0400390625]",0.4724757138174027,4,212.88213378190994,58.63163049228815,0,90.1
165,0.010000000000000009,100,17000,-5021.94921875,-5022.30078125,"[-4644.10009765625, -5399.798828125]","[-4648.85986328125, -5395.74169921875]",0.22784897149540484,1,229.7092428803444,32.36570025557243,9,90.1
166,0.010000000000000009,100,17100,-5021.47265625,-5040.3173828125,"[-4644.10009765625, -5398.845703125]","[-4645.7509765625, -5434.88427734375]",0.3773723670747131,0,207.53828477859497,87.1609468704363,0,90.1
167,0.010000000000000009,100,17200,-4971.1533203125,-4985.97607421875,"[-4644.10009765625, -5298.20654296875]","[-4652.82958984375, -5319.12255859375]",0.32705322702531703,0,191.4094853773713,58.143484354841746,0,90.1
168,0.010000000000000009,100,17300,-5325.48046875,-5343.96435546875,"[-5244.10009765625, -5406.86083984375]","[-5249.30126953125, -5438.62744140625]",0.38138013891875744,2,183.8418127298355,75.6703794512976,0,90.1
169,0.010000000000000009,100,17400,-4954.40625,-4970.6240234375,"[-4644.10009765625, -5264.7119140625]","[-4659.03125, -5282.216796875]",0.3103056830004789,0,185.4295396208763,72.05352630345972,0,90.1
170,0.010000000000000009,100,17500,-4977.77685546875,-4996.9912109375,"[-4644.10009765625, -5311.45361328125]","[-4658.2890625, -5335.69287109375]",0.33367737190565094,0,190.277674138546,76.6705262535347,0,90.1
171,0.010000000000000009,100,17600,-5651.626953125,-5658.4541015625,"[-4944.10009765625, -6359.1533203125]","[-4953.76123046875, -6363.14697265625]",0.8575263892707881,1,221.10575020313263,59.474627809527064,15,90.1
172,0.010000000000000009,100,17700,-4930.10107421875,-4949.4326171875,"[-4644.10009765625, -5216.10205078125]","[-4663.337890625, -5235.52734375]",0.28600109348190017,0,199.03876411914825,73.71020687533922,0,90.1
173,0.010000000000000009,100,17800,-5287.501953125,-5301.794921875,"[-4644.10009765625, -5930.9033203125]","[-4660.96533203125, -5942.62451171875]",0.49340188669157214,1,204.3527444601059,59.504358647271665,5,90.1
174,0.010000000000000009,100,17900,-5238.955078125,-5248.71484375,"[-4644.10009765625, -5833.810546875]","[-4654.13818359375, -5843.2919921875]",0.5948549436579924,0,201.99546498060226,56.02474271841872,4,90.1
175,0.010000000000000009,100,18000,-5799.6220703125,-5816.8818359375,"[-4944.10009765625, -6655.14404296875]","[-4949.92041015625, -6683.8427734375]",1.0055223973758984,1,184.6234946399927,75.08685120317972,0,90.1
176,0.010000000000000009,100,18100,-5141.55908203125,-5156.47509765625,"[-4944.10009765625, -5339.01806640625]","[-4955.21923828125, -5357.73095703125]",0.34745970158837736,1,230.52962946891785,50.58548410735973,0,90.1
177,0.010000000000000009,100,18200,-5172.970703125,-5188.162109375,"[-4644.10009765625, -5701.8408203125]","[-4658.056640625, -5718.267578125]",0.528870980720967,0,218.44980895519257,66.3668171637279,0,90.1
178,0.010000000000000009,100,18300,-5039.0009765625,-5050.76953125,"[-4944.10009765625, -5133.90234375]","[-4951.48583984375, -5150.052734375]",0.24490093716303818,1,217.3301586508751,54.91421964747348,1,90.1
179,0.010000000000000009,100,18400,-5013.42822265625,-5026.5029296875,"[-4644.10009765625, -5382.75634765625]","[-4658.4267578125, -5394.57861328125]",0.36932818085188046,0,193.49749274551868,70.77073709307552,10,90.1
180,0.010000000000000009,100,18500,-5011.0224609375,-5027.7626953125,"[-4644.10009765625, -5377.94482421875]","[-4648.65625, -5406.86865234375]",0.3669225712073967,0,185.20374602079391,72.95431685104239,0,90.1
181,0.010000000000000009,100,18600,-4976.36962890625,-4985.82958984375,"[-4644.10009765625, -5308.63916015625]","[-4656.099609375, -5315.5595703125]",0.3322706698963884,0,202.33511972427368,72.92403315986607,17,90.1
182,0.010000000000000009,100,18700,-5014.05908203125,-5043.63134765625,"[-4644.10009765625, -5384.01806640625]","[-4661.68701171875, -5425.57568359375]",0.36995993243181147,0,159.97157382965088,115.73764819100964,0,90.1
183,0.010000000000000009,100,18800,-5033.15234375,-5053.8974609375,"[-4644.10009765625, -5422.20458984375]","[-4650.76416015625, -5457.03125]",0.3890522767906077,0,189.50305679440498,100.45344035539969,5,90.1
184,0.010000000000000009,100,18900,-4979.2861328125,-5001.91650390625,"[-4644.10009765625, -5314.4716796875]","[-4664.69580078125, -5339.13720703125]",0.33518603909760714,0,180.54414796829224,92.2261779507804,0,90.1
185,0.010000000000000009,100,19000,-5358.49072265625,-5375.29052734375,"[-5244.10009765625, -5472.88134765625]","[-5247.93505859375, -5502.64599609375]",0.41439047240419313,2,157.82760544121265,102.2189543618958,13,90.1
186,0.010000000000000009,100,19100,-5008.1845703125,-5028.455078125,"[-4644.10009765625, -5372.26904296875]","[-4660.7080078125, -5396.20263671875]",0.3640845506452024,0,162.15889737010002,106.95093167969658,11,90.1
187,0.010000000000000009,100,19200,-5166.27587890625,-5200.3173828125,"[-4944.10009765625, -5388.45166015625]","[-4960.7919921875, -5439.84326171875]",0.37217614191467874,1,173.66749209165573,131.14448401480774,0,90.1
188,0.010000000000000009,100,19300,-5024.2900390625,-5048.3896484375,"[-4644.10009765625, -5404.48046875]","[-4661.34326171875, -5435.435546875]",0.3801901136757806,0,177.82145649194717,103.66239862747251,13,90.1
189,0.010000000000000009,100,19400,-5324.8525390625,-5354.576171875,"[-5244.10009765625, -5405.60546875]","[-5252.7314453125, -5456.42041015625]",0.3807527290773578,2,187.2668016552925,131.3698265328112,0,90.1
190,0.010000000000000009,100,19500,-5060.115234375,-5087.1181640625,"[-4644.10009765625, -5476.13037109375]","[-4654.37841796875, -5519.85791015625]",0.4160155833233148,0,177.2544769346714,127.247954626805,9,90.1
191,0.010000000000000009,100,19600,-5093.775390625,-5130.92822265625,"[-4644.10009765625, -5543.45068359375]","[-4656.72998046875, -5605.12646484375]",0.44967558688949794,0,155.8176864311099,140.29979567270374,0,90.1
192,0.010000000000000009,100,19700,-5517.8876953125,-5553.49853515625,"[-5544.10009765625, -5491.67529296875]","[-5567.32861328125, -5539.66845703125]",0.4237879803404212,3,156.23424565792084,137.4987646595979,0,90.1
193,0.010000000000000009,100,19800,-5225.8671875,-5250.00146484375,"[-4944.10009765625, -5507.6337890625]","[-4956.93359375, -5543.0693359375]",0.43176704028155655,1,154.27102790772915,110.37159215279232,5,90.1
194,0.010000000000000009,100,19900,-5223.9658203125,-5247.7861328125,"[-4944.10009765625, -5503.83154296875]","[-4948.8388671875, -5546.7333984375]",0.4298660950153135,1,168.90220918506384,101.16212153384963,0,90.1
195,0.010000000000000009,100,20000,-5208.828125,-5236.08056640625,"[-4944.10009765625, -5473.556640625]","[-4952.6552734375, -5519.505859375]",0.4147280584438704,1,177.42631740123034,108.96998915753393,0,90.1
196,0.010000000000000009,100,20100,-5177.48681640625,-5202.99755859375,"[-4944.10009765625, -5410.87353515625]","[-4964.02001953125, -5441.97509765625]",0.38338683341862634,1,182.6934830248356,112.42597711049586,3,90.1
197,0.010000000000000009,100,20200,-5007.7529296875,-5027.3115234375,"[-4644.10009765625, -5371.40576171875]","[-4655.7421875, -5398.880859375]",0.36365303964703344,0,193.8290495276451,88.07367403685282,0,90.1
198,0.010000000000000009,100,20300,-5010.734375,-5035.3369140625,"[-4644.10009765625, -5377.36865234375]","[-4663.89697265625, -5406.77685546875]",0.36663420411059633,0,188.67667645961046,87.52760957863833,0,90.1
199,0.010000000000000009,100,20400,-4938.11328125,-4957.365234375,"[-4644.10009765625, -5232.12646484375]","[-4670.25537109375, -5244.474609375]",0.2940130502101965,0,211.3438122868538,80.43242528792734,6,90.1
200,0.010000000000000009,100,20500,-5161.5703125,-5176.37939453125,"[-4944.10009765625, -5379.041015625]","[-4961.20166015625, -5391.55712890625]",0.36747051513521,1,186.68044072389603,81.62375154472036,14,90.1
